order_id,date,customer_id,product,quantity,unit_price,region,status,total_amount,name,customer_type,date_only
ORD000237,2024-03-24,CUST0037,USB Cable,9,199.6,East,Completed,1796.3999999999999,Customer 37,Premium,2024-03-24
ORD000238,2024-05-09,CUST0075,Mouse,1,454.86,North,Completed,454.86,Customer 75,Basic,2024-05-09
ORD000239,2024-06-30,CUST0080,Charger,8,229.81,North,Pending,1838.48,Customer 80,Basic,2024-06-30
ORD000240,2024-10-12,CUST0001,Keyboard,3,493.58,West,Pending,1480.74,Customer 1,Basic,2024-10-12
ORD000241,2024-07-28,CUST0042,Charger,2,276.14,South,Completed,552.28,Customer 42,Standard,2024-07-28
ORD000242,2024-05-09,CUST0044,Mouse,3,90.86,East,Completed,272.58,Customer 44,Basic,2024-05-09
ORD000243,2024-05-25,CUST0070,Laptop,1,407.31,West,Completed,407.31,Customer 70,Basic,2024-05-25
ORD000244,2024-09-27,CUST0037,Laptop,6,410.67,South,Completed,2464.02,Customer 37,Premium,2024-09-27
ORD000245,2024-04-05,CUST0057,Webcam,3,162.01,West,Completed,486.03,Customer 57,Standard,2024-04-05
ORD000246,2024-02-05,CUST0095,Keyboard,8,290.04,South,Completed,2320.32,Customer 95,Standard,2024-02-05
ORD000247,2024-01-28,CUST0058,Monitor,1,246.24,East,Completed,246.24,Customer 58,Standard,2024-01-28
ORD000248,2024-06-25,CUST0040,Laptop,10,486.8,East,Cancelled,4868.0,Customer 40,Premium,2024-06-25
ORD000249,2024-03-09,CUST0085,Headphones,1,382.91,West,Cancelled,382.91,Customer 85,Premium,2024-03-09
ORD000250,2024-08-07,UNKNOWN,Mouse,7,343.28,North,Completed,2402.96,Unknown Customer,Standard,2024-08-07
ORD000251,2024-09-26,CUST0037,Mouse,4,78.2,South,Pending,312.8,Customer 37,Premium,2024-09-26
ORD000252,2024-04-13,CUST0028,USB Cable,10,76.09,North,Completed,760.9000000000001,Customer 28,Premium,2024-04-13
ORD000253,2024-02-28,CUST0083,Webcam,2,102.82,North,Pending,205.64,Customer 83,Premium,2024-02-28
ORD000254,2024-02-11,CUST0002,Headphones,3,165.88,East,Completed,497.64,Customer 2,Standard,2024-02-11
ORD000255,2024-03-11,CUST0074,Charger,5,72.44,South,Completed,362.2,Customer 74,Premium,2024-03-11
ORD000256,2024-09-13,CUST0038,Laptop,10,143.35,South,Completed,1433.5,Customer 38,Basic,2024-09-13
ORD000257,2024-06-21,CUST0093,Mouse,4,257.13,West,Completed,1028.52,Customer 93,Standard,2024-06-21
ORD000258,2024-04-15,CUST0057,Monitor,5,382.78,North,Completed,1913.8999999999999,Customer 57,Standard,2024-04-15
ORD000259,2024-08-01,CUST0088,Laptop,9,462.39,South,Completed,4161.51,Customer 88,Premium,2024-08-01
ORD000260,2024-04-21,CUST0044,Mouse,5,51.75,South,Pending,258.75,Customer 44,Basic,2024-04-21
ORD000261,2024-09-11,CUST0015,Charger,6,64.82,South,Pending,388.91999999999996,Customer 15,Basic,2024-09-11
ORD000262,2024-01-16,CUST0072,Webcam,2,283.58,East,Cancelled,567.16,Customer 72,Standard,2024-01-16
ORD000263,2024-07-02,CUST0069,Monitor,2,173.74,South,Pending,347.48,Customer 69,Premium,2024-07-02
ORD000264,2024-09-04,CUST0052,USB Cable,5,77.06,North,Pending,385.3,Customer 52,Standard,2024-09-04
ORD000265,2024-06-28,CUST0065,Keyboard,10,370.37,North,Completed,3703.7,Customer 65,Standard,2024-06-28
ORD000266,2024-03-12,CUST0080,Monitor,2,40.25,North,Completed,80.5,Customer 80,Basic,2024-03-12
ORD000267,2024-08-13,CUST0089,Monitor,4,452.84,North,Cancelled,1811.36,Customer 89,Basic,2024-08-13
ORD000268,2024-09-14,CUST0011,Keyboard,7,340.72,North,Completed,2385.04,Customer 11,Premium,2024-09-14
ORD000269,2024-03-06,CUST0048,USB Cable,4,272.81,East,Cancelled,1091.24,Customer 48,Premium,2024-03-06
ORD000270,2024-02-27,CUST0053,Charger,8,103.19,West,Completed,825.52,Customer 53,Standard,2024-02-27
ORD000271,2024-03-09,CUST0093,Mouse,1,143.14,South,Completed,143.14,Customer 93,Standard,2024-03-09
ORD000272,2024-07-11,CUST0032,Laptop,10,459.88,North,Cancelled,4598.8,Customer 32,Basic,2024-07-11
ORD000273,2024-03-31,CUST0097,Keyboard,4,441.65,West,Cancelled,1766.6,Customer 97,Premium,2024-03-31
ORD000274,2024-04-24,CUST0019,Headphones,9,148.55,West,Completed,1336.95,Customer 19,Premium,2024-04-24
ORD000275,2024-07-29,CUST0018,Webcam,5,159.22,West,Completed,796.1,Customer 18,Standard,2024-07-29
ORD000276,2024-10-25,CUST0061,Mouse,4,100.49,East,Cancelled,401.96,Customer 61,Premium,2024-10-25
ORD000277,2024-01-21,CUST0050,Keyboard,4,250.67,East,Completed,1002.68,Customer 50,Standard,2024-01-21
ORD000278,2024-08-27,CUST0099,Mouse,4,227.88,South,Cancelled,911.52,Customer 99,Standard,2024-08-27
ORD000279,2024-01-12,CUST0021,Webcam,9,300.44,East,Pending,2703.96,Customer 21,Standard,2024-01-12
ORD000280,2024-03-08,CUST0064,Webcam,9,302.55,East,Completed,2722.9500000000003,Customer 64,Standard,2024-03-08
ORD000281,2024-07-03,CUST0023,Charger,7,495.05,West,Pending,3465.35,Customer 23,Basic,2024-07-03
ORD000282,2024-10-08,CUST0003,Mouse,2,168.84,South,Completed,337.68,Customer 3,Basic,2024-10-08
ORD000283,2024-04-11,CUST0054,Headphones,2,479.31,East,Completed,958.62,Customer 54,Premium,2024-04-11
ORD000284,2024-04-05,CUST0030,Charger,7,79.58,East,Pending,557.06,Customer 30,Premium,2024-04-05
ORD000285,2024-10-14,CUST0100,Keyboard,6,328.37,East,Completed,1970.22,Customer 100,Basic,2024-10-14
ORD000286,2024-05-15,CUST0041,Headphones,2,499.72,East,Completed,999.44,Customer 41,Standard,2024-05-15
ORD000287,2024-06-11,CUST0036,Monitor,5,113.4,South,Cancelled,567.0,Customer 36,Standard,2024-06-11
ORD000288,2024-08-16,CUST0097,USB Cable,7,177.54,East,Pending,1242.78,Customer 97,Premium,2024-08-16
ORD000289,2024-08-01,CUST0012,Laptop,6,444.87,South,Cancelled,2669.2200000000003,Customer 12,Basic,2024-08-01
ORD000290,2024-04-16,CUST0072,Laptop,10,246.07,East,Completed,2460.7,Customer 72,Standard,2024-04-16
ORD000291,2024-08-14,CUST0022,Webcam,3,291.02,South,Cancelled,873.06,Customer 22,Premium,2024-08-14
ORD000292,2024-07-18,CUST0058,Monitor,2,442.3,East,Completed,884.6,Customer 58,Standard,2024-07-18
ORD000293,2024-08-14,CUST0077,Monitor,2,107.78,West,Completed,215.56,Customer 77,Basic,2024-08-14
ORD000294,2024-07-11,CUST0002,Monitor,9,117.43,West,Pending,1056.8700000000001,Customer 2,Standard,2024-07-11
ORD000295,2024-06-08,CUST0047,Charger,9,430.88,East,Completed,3877.92,Customer 47,Standard,2024-06-08
ORD000296,2024-09-05,CUST0007,Monitor,6,50.53,North,Pending,303.18,Customer 7,Premium,2024-09-05
ORD000297,2024-08-07,CUST0088,USB Cable,6,429.79,East,Completed,2578.7400000000002,Customer 88,Premium,2024-08-07
ORD000298,2024-07-20,CUST0073,Laptop,3,172.42,North,Completed,517.26,Customer 73,Basic,2024-07-20
ORD000299,2024-03-03,CUST0019,Laptop,5,236.76,South,Cancelled,1183.8,Customer 19,Premium,2024-03-03
ORD000300,2024-03-10,UNKNOWN,Mouse,10,248.935,South,Completed,2489.35,Unknown Customer,Standard,2024-03-10
ORD000301,2024-08-18,CUST0059,Webcam,10,426.44,West,Completed,4264.4,Customer 59,Basic,2024-08-18
ORD000302,2024-06-16,CUST0023,Charger,2,171.39,North,Completed,342.78,Customer 23,Basic,2024-06-16
ORD000303,2024-05-08,CUST0053,Laptop,8,230.31,West,Pending,1842.48,Customer 53,Standard,2024-05-08
ORD000304,2024-02-03,CUST0084,Headphones,1,407.29,West,Completed,407.29,Customer 84,Basic,2024-02-03
ORD000305,2024-05-30,CUST0080,Charger,5,152.46,South,Completed,762.3000000000001,Customer 80,Basic,2024-05-30
ORD000306,2024-04-14,CUST0057,Headphones,1,26.4,South,Completed,26.4,Customer 57,Standard,2024-04-14
ORD000307,2024-03-02,CUST0092,Webcam,6,297.66,North,Completed,1785.96,Customer 92,Standard,2024-03-02
ORD000308,2024-09-24,CUST0082,USB Cable,2,389.61,West,Pending,779.22,Customer 82,Premium,2024-09-24
ORD000309,2024-07-26,CUST0049,Mouse,1,171.54,East,Cancelled,171.54,Customer 49,Basic,2024-07-26
ORD000310,2024-05-06,CUST0034,Charger,6,251.52,East,Completed,1509.1200000000001,Customer 34,Basic,2024-05-06
ORD000311,2024-08-08,CUST0021,Mouse,1,125.28,East,Completed,125.28,Customer 21,Standard,2024-08-08
ORD000312,2024-08-04,CUST0049,Monitor,9,144.36,North,Completed,1299.2400000000002,Customer 49,Basic,2024-08-04
ORD000313,2024-08-19,CUST0004,Laptop,9,160.89,West,Pending,1448.0099999999998,Customer 4,Basic,2024-08-19
ORD000314,2024-01-30,CUST0004,Keyboard,7,134.06,East,Cancelled,938.4200000000001,Customer 4,Basic,2024-01-30
ORD000315,2024-08-14,CUST0069,Laptop,3,341.07,West,Cancelled,1023.21,Customer 69,Premium,2024-08-14
ORD000316,2024-04-11,CUST0084,Headphones,9,254.58,East,Completed,2291.2200000000003,Customer 84,Basic,2024-04-11
ORD000317,2024-09-21,CUST0022,Keyboard,1,26.81,East,Completed,26.81,Customer 22,Premium,2024-09-21
ORD000318,2024-02-23,CUST0003,Webcam,7,200.7,South,Completed,1404.8999999999999,Customer 3,Basic,2024-02-23
ORD000319,2024-08-04,CUST0075,Mouse,2,443.12,East,Cancelled,886.24,Customer 75,Basic,2024-08-04
ORD000320,2024-10-23,CUST0003,Webcam,5,318.74,East,Completed,1593.7,Customer 3,Basic,2024-10-23
ORD000321,2024-01-19,CUST0088,Webcam,9,150.81,North,Completed,1357.29,Customer 88,Premium,2024-01-19
ORD000322,2024-07-03,CUST0081,USB Cable,8,315.27,West,Pending,2522.16,Customer 81,Basic,2024-07-03
ORD000323,2024-04-06,CUST0008,Monitor,8,321.74,East,Pending,2573.92,Customer 8,Standard,2024-04-06
ORD000324,2024-01-22,CUST0002,Mouse,6,146.15,East,Cancelled,876.9000000000001,Customer 2,Standard,2024-01-22
ORD000325,2024-03-03,CUST0015,Laptop,7,394.5,East,Completed,2761.5,Customer 15,Basic,2024-03-03
ORD000326,2024-03-30,CUST0065,USB Cable,4,449.82,West,Completed,1799.28,Customer 65,Standard,2024-03-30
ORD000327,2024-04-02,CUST0069,Mouse,10,160.32,North,Completed,1603.1999999999998,Customer 69,Premium,2024-04-02
ORD000328,2024-10-04,CUST0043,Monitor,7,13.49,East,Completed,94.43,Customer 43,Standard,2024-10-04
ORD000329,2024-04-02,CUST0087,USB Cable,8,260.54,South,Pending,2084.32,Customer 87,Standard,2024-04-02
ORD000330,2024-02-03,CUST0065,Monitor,5,471.41,West,Cancelled,2357.05,Customer 65,Standard,2024-02-03
ORD000331,2024-03-01,CUST0007,Keyboard,6,245.1,West,Cancelled,1470.6,Customer 7,Premium,2024-03-01
ORD000332,2024-02-05,CUST0093,Webcam,5,419.43,East,Completed,2097.15,Customer 93,Standard,2024-02-05
ORD000333,2024-01-21,CUST0050,Keyboard,3,462.56,East,Completed,1387.68,Customer 50,Standard,2024-01-21
ORD000334,2024-08-18,CUST0010,Laptop,5,139.3,East,Completed,696.5,Customer 10,Premium,2024-08-18
ORD000335,2024-07-11,CUST0058,Monitor,8,277.25,South,Completed,2218.0,Customer 58,Standard,2024-07-11
ORD000336,2024-08-04,CUST0024,Headphones,1,465.04,South,Completed,465.04,Customer 24,Standard,2024-08-04
ORD000337,2024-01-25,CUST0073,USB Cable,4,266.59,West,Completed,1066.36,Customer 73,Basic,2024-01-25
ORD000338,2024-01-01,CUST0065,Headphones,10,335.29,West,Completed,3352.9,Customer 65,Standard,2024-01-01
ORD000339,2024-01-31,CUST0034,Monitor,7,164.25,North,Completed,1149.75,Customer 34,Basic,2024-01-31
ORD000340,2024-07-31,CUST0020,Laptop,10,202.46,North,Completed,2024.6000000000001,Customer 20,Standard,2024-07-31
ORD000341,2024-06-02,CUST0049,Keyboard,8,255.78,North,Completed,2046.24,Customer 49,Basic,2024-06-02
ORD000342,2024-10-14,CUST0023,Mouse,10,206.03,West,Pending,2060.3,Customer 23,Basic,2024-10-14
ORD000343,2024-05-30,CUST0018,Laptop,8,309.98,South,Completed,2479.84,Customer 18,Standard,2024-05-30
ORD000344,2024-05-17,CUST0056,Charger,4,201.12,North,Pending,804.48,Customer 56,Standard,2024-05-17
ORD000345,2024-01-17,CUST0033,Keyboard,6,221.93,South,Cancelled,1331.58,Customer 33,Basic,2024-01-17
ORD000346,2024-07-16,CUST0059,Mouse,4,31.53,North,Completed,126.12,Customer 59,Basic,2024-07-16
ORD000347,2024-03-29,CUST0011,Monitor,9,207.87,North,Pending,1870.83,Customer 11,Premium,2024-03-29
ORD000348,2024-10-09,CUST0069,Monitor,9,499.4,West,Cancelled,4494.599999999999,Customer 69,Premium,2024-10-09
ORD000349,2024-02-27,CUST0080,USB Cable,9,278.92,West,Pending,2510.28,Customer 80,Basic,2024-02-27
ORD000350,2024-07-29,UNKNOWN,Headphones,3,152.16,East,Pending,456.48,Unknown Customer,Standard,2024-07-29
ORD000351,2024-09-12,CUST0048,Mouse,6,129.9,West,Pending,779.4000000000001,Customer 48,Premium,2024-09-12
ORD000352,2024-08-31,CUST0014,Webcam,4,342.56,North,Pending,1370.24,Customer 14,Standard,2024-08-31
ORD000353,2024-05-18,CUST0056,Mouse,2,57.43,West,Completed,114.86,Customer 56,Standard,2024-05-18
ORD000354,2024-10-03,CUST0084,Headphones,1,253.58,North,Cancelled,253.58,Customer 84,Basic,2024-10-03
ORD000355,2024-01-27,CUST0089,Charger,5,318.92,East,Completed,1594.6000000000001,Customer 89,Basic,2024-01-27
ORD000356,2024-03-13,CUST0036,Keyboard,10,329.14,North,Pending,3291.3999999999996,Customer 36,Standard,2024-03-13
ORD000357,2024-05-26,CUST0021,Monitor,3,363.69,South,Completed,1091.07,Customer 21,Standard,2024-05-26
ORD000358,2024-06-11,CUST0099,Charger,3,363.8,South,Completed,1091.4,Customer 99,Standard,2024-06-11
ORD000359,2024-04-20,CUST0047,Charger,10,348.32,South,Completed,3483.2,Customer 47,Standard,2024-04-20
ORD000360,2024-08-06,CUST0034,Mouse,4,273.35,West,Completed,1093.4,Customer 34,Basic,2024-08-06
ORD000361,2024-06-20,CUST0065,Keyboard,4,431.5,North,Completed,1726.0,Customer 65,Standard,2024-06-20
ORD000362,2024-08-26,CUST0007,Mouse,6,206.89,North,Cancelled,1241.34,Customer 7,Premium,2024-08-26
ORD000363,2024-09-18,CUST0045,Mouse,3,379.18,West,Completed,1137.54,Customer 45,Premium,2024-09-18
ORD000364,2024-02-13,CUST0035,Webcam,4,366.06,South,Completed,1464.24,Customer 35,Basic,2024-02-13
ORD000365,2024-09-23,CUST0044,Mouse,6,31.88,North,Completed,191.28,Customer 44,Basic,2024-09-23
ORD000366,2024-09-24,CUST0006,Laptop,9,96.41,East,Completed,867.6899999999999,Customer 6,Premium,2024-09-24
ORD000367,2024-03-20,CUST0002,Headphones,1,105.56,South,Cancelled,105.56,Customer 2,Standard,2024-03-20
ORD000368,2024-07-28,CUST0073,Monitor,10,267.4,East,Completed,2674.0,Customer 73,Basic,2024-07-28
ORD000369,2024-07-20,CUST0069,Monitor,2,285.17,West,Completed,570.34,Customer 69,Premium,2024-07-20
ORD000370,2024-02-22,CUST0026,Webcam,7,372.17,East,Cancelled,2605.19,Customer 26,Basic,2024-02-22
ORD000371,2024-09-17,CUST0023,Headphones,4,423.67,West,Cancelled,1694.68,Customer 23,Basic,2024-09-17
ORD000372,2024-02-18,CUST0034,USB Cable,3,96.62,North,Completed,289.86,Customer 34,Basic,2024-02-18
ORD000373,2024-09-06,CUST0002,Charger,6,285.32,East,Completed,1711.92,Customer 2,Standard,2024-09-06
ORD000374,2024-04-25,CUST0016,Keyboard,5,275.7,West,Completed,1378.5,Customer 16,Basic,2024-04-25
ORD000375,2024-10-14,CUST0045,Charger,3,163.08,South,Completed,489.24,Customer 45,Premium,2024-10-14
ORD000376,2024-02-06,CUST0069,Keyboard,9,144.78,North,Completed,1303.02,Customer 69,Premium,2024-02-06
ORD000377,2024-08-02,CUST0038,Monitor,9,432.9,South,Completed,3896.1,Customer 38,Basic,2024-08-02
ORD000378,2024-09-28,CUST0082,Mouse,4,281.25,North,Completed,1125.0,Customer 82,Premium,2024-09-28
ORD000379,2024-02-24,CUST0093,Webcam,5,26.12,South,Completed,130.6,Customer 93,Standard,2024-02-24
ORD000380,2024-09-11,CUST0089,Mouse,7,306.84,West,Completed,2147.8799999999997,Customer 89,Basic,2024-09-11
ORD000381,2024-07-21,CUST0017,Headphones,2,189.0,North,Cancelled,378.0,Customer 17,Standard,2024-07-21
ORD000382,2024-03-08,CUST0076,Monitor,3,177.61,West,Completed,532.83,Customer 76,Standard,2024-03-08
ORD000383,2024-09-17,CUST0002,Monitor,1,444.58,North,Completed,444.58,Customer 2,Standard,2024-09-17
ORD000384,2024-04-25,CUST0044,Monitor,6,394.56,South,Cancelled,2367.36,Customer 44,Basic,2024-04-25
ORD000385,2024-08-18,CUST0036,Webcam,3,56.2,South,Cancelled,168.60000000000002,Customer 36,Standard,2024-08-18
ORD000386,2024-05-16,CUST0073,Mouse,6,272.88,East,Cancelled,1637.28,Customer 73,Basic,2024-05-16
ORD000387,2024-09-11,CUST0024,Monitor,10,199.8,North,Pending,1998.0,Customer 24,Standard,2024-09-11
ORD000388,2024-04-16,CUST0096,Keyboard,4,248.42,South,Completed,993.68,Customer 96,Premium,2024-04-16
ORD000389,2024-08-11,CUST0042,Mouse,8,42.28,North,Pending,338.24,Customer 42,Standard,2024-08-11
ORD000390,2024-07-03,CUST0058,Headphones,10,459.12,West,Completed,4591.2,Customer 58,Standard,2024-07-03
ORD000391,2024-05-16,CUST0077,Webcam,9,311.19,East,Completed,2800.71,Customer 77,Basic,2024-05-16
ORD000392,2024-01-18,CUST0087,Charger,1,180.65,East,Completed,180.65,Customer 87,Standard,2024-01-18
ORD000393,2024-01-29,CUST0070,Webcam,9,366.37,West,Completed,3297.33,Customer 70,Basic,2024-01-29
ORD000394,2024-08-24,CUST0041,USB Cable,1,469.97,South,Completed,469.97,Customer 41,Standard,2024-08-24
ORD000395,2024-10-12,CUST0046,Monitor,7,365.5,North,Pending,2558.5,Customer 46,Basic,2024-10-12
ORD000396,2024-07-16,CUST0017,Laptop,10,350.64,West,Pending,3506.3999999999996,Customer 17,Standard,2024-07-16
ORD000397,2024-03-17,CUST0006,Charger,1,105.75,South,Completed,105.75,Customer 6,Premium,2024-03-17
ORD000398,2024-04-07,CUST0025,Headphones,6,183.16,North,Completed,1098.96,Customer 25,Premium,2024-04-07
ORD000399,2024-03-30,CUST0063,Laptop,9,110.39,East,Completed,993.51,Customer 63,Premium,2024-03-30
ORD000400,2024-04-15,UNKNOWN,Mouse,6,248.935,South,Cancelled,1493.6100000000001,Unknown Customer,Standard,2024-04-15
ORD000401,2024-08-14,CUST0044,Headphones,8,383.67,North,Pending,3069.36,Customer 44,Basic,2024-08-14
ORD000402,2024-03-30,CUST0017,Headphones,5,77.65,South,Pending,388.25,Customer 17,Standard,2024-03-30
ORD000403,2024-05-20,CUST0072,Monitor,8,141.77,East,Cancelled,1134.16,Customer 72,Standard,2024-05-20
ORD000404,2024-03-28,CUST0027,Mouse,2,169.49,East,Completed,338.98,Customer 27,Premium,2024-03-28
ORD000405,2024-03-19,CUST0019,Charger,5,491.06,East,Completed,2455.3,Customer 19,Premium,2024-03-19
ORD000406,2024-08-13,CUST0085,Webcam,5,222.64,West,Completed,1113.1999999999998,Customer 85,Premium,2024-08-13
ORD000407,2024-05-17,CUST0071,USB Cable,3,69.65,North,Completed,208.95000000000002,Customer 71,Standard,2024-05-17
ORD000408,2024-01-04,CUST0086,Webcam,1,44.0,North,Completed,44.0,Customer 86,Standard,2024-01-04
ORD000409,2024-09-16,CUST0019,USB Cable,8,381.38,North,Completed,3051.04,Customer 19,Premium,2024-09-16
ORD000410,2024-06-26,CUST0076,Headphones,3,36.02,West,Completed,108.06,Customer 76,Standard,2024-06-26
ORD000411,2024-10-22,CUST0069,Charger,1,380.11,North,Cancelled,380.11,Customer 69,Premium,2024-10-22
ORD000412,2024-05-10,CUST0051,Charger,1,169.54,South,Cancelled,169.54,Customer 51,Basic,2024-05-10
ORD000413,2024-03-14,CUST0076,Monitor,4,75.83,South,Completed,303.32,Customer 76,Standard,2024-03-14
ORD000414,2024-06-09,CUST0074,Headphones,3,484.3,West,Pending,1452.9,Customer 74,Premium,2024-06-09
ORD000415,2024-03-15,CUST0096,USB Cable,8,145.33,West,Completed,1162.64,Customer 96,Premium,2024-03-15
ORD000416,2024-08-15,CUST0079,Mouse,6,472.21,West,Completed,2833.2599999999998,Customer 79,Standard,2024-08-15
ORD000417,2024-03-30,CUST0020,Laptop,10,83.13,South,Cancelled,831.3,Customer 20,Standard,2024-03-30
ORD000418,2024-08-12,CUST0042,Charger,6,172.1,West,Cancelled,1032.6,Customer 42,Standard,2024-08-12
ORD000419,2024-09-19,CUST0040,Laptop,3,93.97,South,Cancelled,281.90999999999997,Customer 40,Premium,2024-09-19
ORD000420,2024-01-19,CUST0034,Monitor,3,416.16,South,Completed,1248.48,Customer 34,Basic,2024-01-19
ORD000421,2024-02-02,CUST0029,Charger,8,58.28,South,Cancelled,466.24,Customer 29,Basic,2024-02-02
ORD000422,2024-01-26,CUST0032,Headphones,3,362.81,East,Completed,1088.43,Customer 32,Basic,2024-01-26
ORD000423,2024-02-03,CUST0062,Webcam,9,464.6,North,Completed,4181.400000000001,Customer 62,Basic,2024-02-03
ORD000424,2024-07-30,CUST0096,Keyboard,4,320.68,West,Cancelled,1282.72,Customer 96,Premium,2024-07-30
ORD000425,2024-02-27,CUST0056,USB Cable,5,166.21,East,Completed,831.0500000000001,Customer 56,Standard,2024-02-27
ORD000426,2024-09-23,CUST0091,Charger,3,220.99,North,Completed,662.97,Customer 91,Basic,2024-09-23
ORD000427,2024-03-03,CUST0061,Headphones,2,148.08,North,Completed,296.16,Customer 61,Premium,2024-03-03
ORD000428,2024-05-06,CUST0058,Webcam,8,146.69,South,Pending,1173.52,Customer 58,Standard,2024-05-06
ORD000429,2024-05-26,CUST0084,Keyboard,6,213.43,East,Completed,1280.58,Customer 84,Basic,2024-05-26
ORD000430,2024-09-07,CUST0047,Monitor,9,98.81,South,Completed,889.29,Customer 47,Standard,2024-09-07
ORD000431,2024-03-24,CUST0028,Laptop,9,32.56,North,Completed,293.04,Customer 28,Premium,2024-03-24
ORD000432,2024-03-24,CUST0092,Keyboard,4,232.41,East,Completed,929.64,Customer 92,Standard,2024-03-24
ORD000433,2024-03-03,CUST0097,Webcam,4,429.06,East,Completed,1716.24,Customer 97,Premium,2024-03-03
ORD000434,2024-09-23,CUST0038,Headphones,10,390.78,East,Pending,3907.7999999999997,Customer 38,Basic,2024-09-23
ORD000435,2024-03-08,CUST0080,Charger,9,422.46,East,Completed,3802.14,Customer 80,Basic,2024-03-08
ORD000436,2024-05-03,CUST0018,Monitor,4,378.67,East,Completed,1514.68,Customer 18,Standard,2024-05-03
ORD000437,2024-01-24,CUST0073,USB Cable,2,369.08,East,Completed,738.16,Customer 73,Basic,2024-01-24
ORD000438,2024-08-24,CUST0082,USB Cable,7,196.51,North,Pending,1375.57,Customer 82,Premium,2024-08-24
ORD000439,2024-10-01,CUST0025,Laptop,5,230.15,East,Completed,1150.75,Customer 25,Premium,2024-10-01
ORD000440,2024-05-02,CUST0074,Mouse,9,126.63,South,Completed,1139.67,Customer 74,Premium,2024-05-02
ORD000441,2024-05-14,CUST0075,Webcam,5,446.75,North,Cancelled,2233.75,Customer 75,Basic,2024-05-14
ORD000442,2024-04-12,CUST0089,USB Cable,10,120.21,West,Cancelled,1202.1,Customer 89,Basic,2024-04-12
ORD000443,2024-07-21,CUST0091,Mouse,4,471.76,South,Cancelled,1887.04,Customer 91,Basic,2024-07-21
ORD000444,2024-07-07,CUST0091,Charger,10,427.02,North,Completed,4270.2,Customer 91,Basic,2024-07-07
ORD000445,2024-01-02,CUST0042,Webcam,7,71.27,West,Completed,498.89,Customer 42,Standard,2024-01-02
ORD000446,2024-08-06,CUST0077,Laptop,7,350.05,West,Completed,2450.35,Customer 77,Basic,2024-08-06
ORD000447,2024-04-02,CUST0070,USB Cable,6,212.11,East,Pending,1272.66,Customer 70,Basic,2024-04-02
ORD000448,2024-06-09,CUST0030,Headphones,6,68.73,West,Pending,412.38,Customer 30,Premium,2024-06-09
ORD000449,2024-08-10,CUST0036,Laptop,6,229.27,West,Completed,1375.6200000000001,Customer 36,Standard,2024-08-10
ORD000450,2024-01-13,UNKNOWN,Webcam,3,437.44,East,Completed,1312.32,Unknown Customer,Standard,2024-01-13
ORD000451,2024-01-02,CUST0075,USB Cable,1,439.32,South,Completed,439.32,Customer 75,Basic,2024-01-02
ORD000452,2024-01-23,CUST0033,Laptop,2,235.24,East,Cancelled,470.48,Customer 33,Basic,2024-01-23
ORD000453,2024-06-07,CUST0095,Laptop,3,58.61,North,Completed,175.82999999999998,Customer 95,Standard,2024-06-07
ORD000454,2024-03-10,CUST0011,Headphones,6,15.19,North,Pending,91.14,Customer 11,Premium,2024-03-10
ORD000455,2024-01-29,CUST0032,Laptop,7,216.78,North,Completed,1517.46,Customer 32,Basic,2024-01-29
ORD000456,2024-09-06,CUST0042,Webcam,8,52.91,East,Completed,423.28,Customer 42,Standard,2024-09-06
ORD000457,2024-10-11,CUST0015,Charger,10,345.14,North,Completed,3451.3999999999996,Customer 15,Basic,2024-10-11
ORD000458,2024-04-01,CUST0051,Headphones,1,499.44,South,Pending,499.44,Customer 51,Basic,2024-04-01
ORD000459,2024-05-02,CUST0066,Charger,2,288.62,East,Completed,577.24,Customer 66,Premium,2024-05-02
ORD000460,2024-09-09,CUST0094,Webcam,6,361.05,East,Cancelled,2166.3,Customer 94,Premium,2024-09-09
ORD000461,2024-03-29,CUST0067,Mouse,8,54.56,South,Pending,436.48,Customer 67,Premium,2024-03-29
ORD000462,2024-06-01,CUST0005,Laptop,3,113.82,South,Pending,341.46,Customer 5,Standard,2024-06-01
ORD000463,2024-10-13,CUST0036,Webcam,9,112.46,North,Pending,1012.14,Customer 36,Standard,2024-10-13
ORD000464,2024-06-02,CUST0077,Laptop,9,209.26,South,Completed,1883.34,Customer 77,Basic,2024-06-02
ORD000465,2024-05-27,CUST0005,Mouse,7,88.82,South,Cancelled,621.74,Customer 5,Standard,2024-05-27
ORD000466,2024-05-29,CUST0034,Mouse,6,152.57,East,Completed,915.42,Customer 34,Basic,2024-05-29
ORD000467,2024-04-30,CUST0048,USB Cable,7,191.7,East,Pending,1341.8999999999999,Customer 48,Premium,2024-04-30
ORD000468,2024-07-18,CUST0054,Monitor,3,361.62,East,Completed,1084.8600000000001,Customer 54,Premium,2024-07-18
ORD000469,2024-03-17,CUST0043,Charger,10,13.89,South,Pending,138.9,Customer 43,Standard,2024-03-17
ORD000470,2024-03-26,CUST0063,Webcam,7,160.17,South,Pending,1121.1899999999998,Customer 63,Premium,2024-03-26
ORD000471,2024-02-26,CUST0098,Headphones,3,332.42,South,Completed,997.26,Customer 98,Premium,2024-02-26
ORD000472,2024-03-18,CUST0030,Mouse,6,433.46,East,Cancelled,2600.7599999999998,Customer 30,Premium,2024-03-18
ORD000473,2024-04-24,CUST0028,Keyboard,4,27.94,East,Cancelled,111.76,Customer 28,Premium,2024-04-24
